1.800000000000000044e+00,4.700000000000000178e+00,2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.626633763313293457e+00,3.642367362976074219e+00,3.535492897033691406e+00,3.532833456993103027e-01,2.648814916610717773e-01,-8.972339034080505371e-01
2.297097921371459961e+00,2.180615425109863281e+00,4.658818244934082031e+00,-6.700824946165084839e-02,0.000000000000000000e+00,-9.977524280548095703e-01
4.239218711853027344e+00,2.243712186813354492e+00,4.693132400512695312e+00,1.064529351424425840e-05,0.000000000000000000e+00,-1.000000000000000000e+00
5.084299087524414062e+00,1.858187317848205566e+00,5.437269210815429688e+00,0.000000000000000000e+00,2.371239475905895233e-02,-9.997188448905944824e-01
5.375998973846435547e+00,2.273987770080566406e+00,5.438532829284667969e+00,-1.741718873381614685e-02,0.000000000000000000e+00,-9.998483061790466309e-01
4.833981037139892578e+00,4.509944915771484375e+00,2.912509679794311523e+00,-9.998929500579833984e-01,1.463179476559162140e-02,0.000000000000000000e+00
4.397411346435546875e+00,7.092281341552734375e+00,1.895841360092163086e+00,-8.351920247077941895e-01,5.440521836280822754e-01,-8.038405328989028931e-02
3.289568901062011719e+00,8.098942756652832031e+00,-3.569540977478027344e-01,-1.177652254700660706e-01,0.000000000000000000e+00,9.930415153503417969e-01
2.761830329895019531e+00,8.517119407653808594e+00,-3.571150302886962891e-01,0.000000000000000000e+00,-1.168706789612770081e-01,9.931471347808837891e-01
1.799508929252624512e+00,9.296104431152343750e+00,5.018299818038940430e-01,5.048512816429138184e-01,-7.270627021789550781e-01,4.653010368347167969e-01
1.477655649185180664e+00,9.212702751159667969e+00,2.249023199081420898e+00,7.112044095993041992e-01,-6.632686853408813477e-01,-2.329441457986831665e-01
1.358622908592224121e+00,8.421607017517089844e+00,3.694051742553710938e+00,7.268324494361877441e-01,-5.907661318778991699e-01,-3.502998352050781250e-01
2.325103759765625000e+00,3.046797752380371094e+00,4.481354236602783203e+00,-1.403464078903198242e-01,-4.257102310657501221e-01,-8.939092159271240234e-01
5.081682682037353516e+00,1.199812412261962891e+00,4.333037376403808594e+00,-4.035058617591857910e-02,6.057098507881164551e-01,-7.946618795394897461e-01
5.143026351928710938e+00,2.243685960769653320e+00,8.730237483978271484e-01,-7.896110415458679199e-03,0.000000000000000000e+00,9.999688267707824707e-01
3.196257829666137695e+00,3.647302865982055664e+00,9.217536449432373047e-02,-3.410962224006652832e-01,2.182585000991821289e-01,9.143394231796264648e-01
2.285510301589965820e+00,4.106341838836669922e+00,-5.915769934654235840e-01,-5.853361487388610840e-01,2.308247203473001719e-04,8.107907176017761230e-01
1.680594325065612793e+00,4.141784191131591797e+00,-1.076329588890075684e+00,-7.069497951306402683e-05,-5.956837048870511353e-05,1.000000000000000000e+00
1.279087543487548828e+00,4.106923580169677734e+00,-1.063843250274658203e+00,9.704995155334472656e-02,-1.869611878646537662e-04,9.952794909477233887e-01
1.195337653160095215e+00,1.415745973587036133e+00,2.812287569046020508e+00,9.904057979583740234e-01,1.381895840167999268e-01,0.000000000000000000e+00
1.412327527999877930e+00,1.406938910484313965e+00,4.484931945800781250e+00,1.216260790824890137e-01,4.262311458587646484e-01,-8.964006304740905762e-01
1.803277492523193359e+00,2.273597478866577148e+00,4.673082351684570312e+00,5.300273769535124302e-04,0.000000000000000000e+00,-9.999998807907104492e-01
2.895836830139160156e+00,5.438403129577636719e+00,4.895133972167968750e+00,0.000000000000000000e+00,8.051982149481773376e-03,-9.999676346778869629e-01
3.802211761474609375e+00,7.109367847442626953e+00,4.697507381439208984e+00,-4.636033773422241211e-01,1.679420284926891327e-02,-8.858837485313415527e-01
4.408976554870605469e+00,8.080665588378906250e+00,4.598061561584472656e+00,-9.978458285331726074e-01,-0.000000000000000000e+00,-6.560266017913818359e-02
2.888362646102905273e+00,1.121883392333984375e+01,8.093265295028686523e-01,0.000000000000000000e+00,-2.786260098218917847e-02,9.996117949485778809e-01
2.794286012649536133e+00,7.637349128723144531e+00,-3.646956682205200195e-01,1.270775101147592068e-03,1.158169209957122803e-01,9.932698011398315430e-01
2.297021150588989258e+00,2.180608987808227539e+00,9.026083946228027344e-01,-6.709871441125869751e-02,0.000000000000000000e+00,9.977463483810424805e-01
2.018209695816040039e+00,1.344680428504943848e+00,2.720976829528808594e+00,9.311399459838867188e-01,3.646619915962219238e-01,0.000000000000000000e+00
2.019128084182739258e+00,2.286296606063842773e+00,3.662542581558227539e+00,9.311520457267761230e-01,0.000000000000000000e+00,-3.646312057971954346e-01
2.870469331741333008e+00,4.220228195190429688e+00,3.684612989425659180e+00,-1.845337152481079102e-01,-1.610013470053672791e-02,-9.826943278312683105e-01
